JOB-007,Mortgage Loan Team Associate - Paid Training,Rapid Home Lending,"Troy, MI 48084",60000.0,130000.0,"=IF(AND(ISNUMBER(E11),ISNUMBER(F11)),AVERAGE(E11:F11),IF(ISNUMBER(E11),E11,IF(ISNUMBER(F11),F11,"""")))",Salary,Full-time,"401(k), Paid time off, Paid training, Referral program, Professional dev",Not Applied,Indeed,12 hires in past 30 days; 40 hrs/wk
JOB-008,General Manager,Fern Hill Golf Club,"Clinton Township, MI 48038",50000.0,55000.0,"=IF(AND(ISNUMBER(E12),ISNUMBER(F12)),AVERAGE(E12:F12),IF(ISNUMBER(E12),E12,IF(ISNUMBER(F12),F12,"""")))",Salary,Full-time,"Health insurance, Vision insurance, Dental insurance",Not Applied,Indeed,Day shift +5
JOB-009,Aquatics Manager,Aqua Tots Swim School,"Farmington Hills, MI 48331",50000.0,55000.0,"=IF(AND(ISNUMBER(E13),ISNUMBER(F13)),AVERAGE(E13:F13),IF(ISNUMBER(E13),E13,IF(ISNUMBER(F13),F13,"""")))",Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,"40-45 hrs/wk, Day shift"
JOB-010,Mortgage Loan Officer Trainee,United Mortgage Lending,"Troy, MI 48084",50000.0,120000.0,"=IF(AND(ISNUMBER(E14),ISNUMBER(F14)),AVERAGE(E14:F14),IF(ISNUMBER(E14),E14,IF(ISNUMBER(F14),F14,"""")))",Salary,Full-time,"401(k) 4% Match, Health insurance, Paid time off, Vision, Dental",Not Applied,Indeed,6 hires in past 30 days; Top-rated employer
JOB-011,Account Manager,DJ's Landscape Management,"Wixom, MI",50000.0,95000.0,"=IF(AND(ISNUMBER(E15),ISNUMBER(F15)),AVERAGE(E15:F15),IF(ISNUMBER(E15),E15,IF(ISNUMBER(F15),F15,"""")))",Salary,Full-time,"401(k) matching, Vision, Dental, EAP, Disability insurance",Not Applied,Indeed,Commercial landscape
JOB-012,Aquatics Manager,Aqua Tots Swim School,"Novi, MI 48377",50000.0,55000.0,"=IF(AND(ISNUMBER(E16),ISNUMBER(F16)),AVERAGE(E16:F16),IF(ISNUMBER(E16),E16,IF(ISNUMBER(F16),F16,"""")))",Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,"40-45 hrs/wk, Day shift"
JOB-013,Assistant General Manager,Taco Bell,"New Baltimore, MI 48047",48000.0,60000.0,"=IF(AND(ISNUMBER(E17),ISNUMBER(F17)),AVERAGE(E17:F17),IF(ISNUMBER(E17),E17,IF(ISNUMBER(F17),F17,"""")))",Salary,Full-time,"Tuition reimbursement, Health insurance, 401(k) 6% Match, Paid time off, Gym",Not Applied,Indeed,50 hrs/wk
JOB-014,Manager,Art & Jake's Sports Bar & Grill,"Sterling Heights, MI 48314",60000.0,75000.0,"=IF(AND(ISNUMBER(E18),ISNUMBER(F18)),AVERAGE(E18:F18),IF(ISNUMBER(E18),E18,IF(ISNUMBER(F18),F18,"""")))",Salary,Full-time,"Food provided, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,Often replies in 1 day
JOB-015,Food and Beverage Director,Rev'd Up Fun,"Woodhaven, MI 48183",50000.0,55000.0,"=IF(AND(ISNUMBER(E19),ISNUMBER(F19)),AVERAGE(E19:F19),IF(ISNUMBER(E19),E19,IF(ISNUMBER(F19),F19,"""")))",Salary,Full-time,"Paid time off, Employee discount",Not Applied,Indeed,Weekends as needed +2
JOB-016,Administrative Assistant,Plante Moran,"Southfield, MI",23.5,38.74,"=IF(AND(ISNUMBER(E20),ISNUMBER(F20)),AVERAGE(E20:F20),IF(ISNUMBER(E20),E20,IF(ISNUMBER(F20),F20,"""")))",Hourly,Full-time,"401(k), Health insurance, Paid time off",Not Applied,Indeed,Professional services firm
JOB-017,Mortgage Loan Assistant,"Mortgage Express, INC","Bingham Farms, MI 48025",80000.0,160000.0,"=IF(AND(ISNUMBER(E21),ISNUMBER(F21)),AVERAGE(E21:F21),IF(ISNUMBER(E21),E21,IF(ISNUMBER(F21),F21,"""")))",Salary,Full-time,"Paid training, Health insurance, Vision insurance, Dental insurance",Not Applied,Indeed,Multiple openings
JOB-018,Office Manager,DeHaan Orthodontics,"Clarkston, MI 48348",,,"=IF(AND(ISNUMBER(E22),ISNUMBER(F22)),AVERAGE(E22:F22),IF(ISNUMBER(E22),E22,IF(ISNUMBER(F22),F22,"""")))",Salary,Full-time,"401(k), Health insurance, 401(k) matching, Paid time off, Employee discount",Not Applied,Indeed,35-40 hrs/wk; Top-rated employer
JOB-019,Area General Manager,The Great Greek,"Ann Arbor, MI 48103",55000.0,65000.0,"=IF(AND(ISNUMBER(E23),ISNUMBER(F23)),AVERAGE(E23:F23),IF(ISNUMBER(E23),E23,IF(ISNUMBER(F23),F23,"""")))",Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,2 hires in past 30 days
JOB-020,Dental Office Manager,DENTAL DREAMS,"Ypsilanti, MI 48197",45000.0,55000.0,"=IF(AND(ISNUMBER(E24),ISNUMBER(F24)),AVERAGE(E24:F24),IF(ISNUMBER(E24),E24,IF(ISNUMBER(F24),F24,"""")))",Salary,Full-time,"Pet insurance, 401(k), Health insurance, Paid time off, Vision, Dental",Not Applied,Indeed,Often replies in 1 day
JOB-021,Assistant Manager - Restaurant,Mediterrano Restaurant,"Ann Arbor, MI 48104",55000.0,70000.0,"=IF(AND(ISNUMBER(E25),ISNUMBER(F25)),AVERAGE(E25:F25),IF(ISNUMBER(E25),E25,IF(ISNUMBER(F25),F25,"""")))",Salary,Full-time,"Paid training, Health insurance, Paid time off, Opportunities for advancement",Not Applied,Indeed,Day shift +4; Often replies in 1 day
JOB-022,Repayment (Collections) Supervisor,MSGCU,"Troy, MI 48098",62500.0,,"=IF(AND(ISNUMBER(E26),ISNUMBER(F26)),AVERAGE(E26:F26),IF(ISNUMBER(E26),E26,IF(ISNUMBER(F26),F26,"""")))",Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Credit union
JOB-023,Banquet Manager,Royalty Manor Banquet Hall,"Dearborn Heights, MI 48127",20.0,,"=IF(AND(ISNUMBER(E27),ISNUMBER(F27)),AVERAGE(E27:F27),IF(ISNUMBER(E27),E27,IF(ISNUMBER(F27),F27,"""")))",Hourly,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,From $20/hr
JOB-024,Mortgage Loan Officer Assistant,Rapid Home Lending,"Troy, MI 48084",60000.0,130000.0,"=IF(AND(ISNUMBER(E28),ISNUMBER(F28)),AVERAGE(E28:F28),IF(ISNUMBER(E28),E28,IF(ISNUMBER(F28),F28,"""")))",Salary,Full-time,"Paid training, Referral program, 401(k), Paid time off, Professional dev",Not Applied,Indeed,12 hires in past 30 days
JOB-025,Dental Office Manager,Purpose Dental,"Howell, MI 48843",60000.0,80000.0,"=IF(AND(ISNUMBER(E29),ISNUMBER(F29)),AVERAGE(E29:F29),IF(ISNUMBER(E29),E29,IF(ISNUMBER(F29),F29,"""")))",Salary,Full-time,"Referral program, Paid time off, Employee discount, Vision, Paid holidays",Not Applied,Indeed,Flexible schedule
JOB-026,Entry Level Outside Sales,Floor Tek Coatings,"Lake Orion, MI 48359",110000.0,140000.0,"=IF(AND(ISNUMBER(E30),ISNUMBER(F30)),AVERAGE(E30:F30),IF(ISNUMBER(E30),E30,IF(ISNUMBER(F30),F30,"""")))",Salary,Full-time,Paid training,Not Applied,Indeed,Monday to Friday
JOB-027,FOH Restaurant Manager,True North Hospitality Group,"Ann Arbor, MI",52000.0,58000.0,"=IF(AND(ISNUMBER(E31),ISNUMBER(F31)),AVERAGE(E31:F31),IF(ISNUMBER(E31),E31,IF(ISNUMBER(F31),F31,"""")))",Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Vision",Not Applied,Indeed,45-50 hrs/wk; 5 hires in past 30 days
JOB-028,Assistant Branch Manager,MSGCU,"Canton, MI 48188",54627.0,,"=IF(AND(ISNUMBER(E32),ISNUMBER(F32)),AVERAGE(E32:F32),IF(ISNUMBER(E32),E32,IF(ISNUMBER(F32),F32,"""")))",Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Ford Rd branch
JOB-029,Restaurant Manager,Applebee's,"Burton, MI 48509",53000.0,65000.0,"=IF(AND(ISNUMBER(E33),ISNUMBER(F33)),AVERAGE(E33:F33),IF(ISNUMBER(E33),E33,IF(ISNUMBER(F33),F33,"""")))",Salary,Full-time,"Parental leave, Health insurance, Vision insurance, Dental, Paid sick time",Not Applied,Indeed,Often responds in 1 day
JOB-030,Inside Sales Representative,Thornton & Grooms,"Farmington Hills, MI 48335",,,"=IF(AND(ISNUMBER(E34),ISNUMBER(F34)),AVERAGE(E34:F34),IF(ISNUMBER(E34),E34,IF(ISNUMBER(F34),F34,"""")))",Salary,Full-time,"Paid parental leave, Health insurance, 401(k) matching, Paid time off, Vision",Not Applied,Indeed,Weekends as needed +1
JOB-031,Client Care Specialist,Lendify Home Loans,"Troy, MI 48083",50000.0,100000.0,"=IF(AND(ISNUMBER(E35),ISNUMBER(F35)),AVERAGE(E35:F35),IF(ISNUMBER(E35),E35,IF(ISNUMBER(F35),F35,"""")))",Salary,Full-time,"Referral program, Health insurance, Paid time off, Vision insurance, Dental",Not Applied,Indeed,Top-rated employer; 1 hire in past 30 days
JOB-032,Branch Manager,MSGCU,"Canton, MI 48188",72801.0,,"=IF(AND(ISNUMBER(E36),ISNUMBER(F36)),AVERAGE(E36:F36),IF(ISNUMBER(E36),E36,IF(ISNUMBER(F36),F36,"""")))",Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Credit union management
JOB-033,Assistant Branch Manager,MSGCU,"Canton, MI 48187",54627.0,,"=IF(AND(ISNUMBER(E37),ISNUMBER(F37)),AVERAGE(E37:F37),IF(ISNUMBER(E37),E37,IF(ISNUMBER(F37),F37,"""")))",Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Michigan Ave branch
JOB-034,Loan Team Associate - No Experience & Paid Training,Rapid Home Lending,"Troy, MI",60000.0,130000.0,"=IF(AND(ISNUMBER(E38),ISNUMBER(F38)),AVERAGE(E38:F38),IF(ISNUMBER(E38),E38,IF(ISNUMBER(F38),F38,"""")))",Salary,Full-time,"Paid training, Referral program, 401(k), Paid time off, Opportunities for advancement",Not Applied,Indeed,12 hires in past 30 days; 40 hrs/wk
JOB-035,General Manager,Stretch Zone,"Sterling Heights, MI 48311",22.0,,"=IF(AND(ISNUMBER(E39),ISNUMBER(F39)),AVERAGE(E39:F39),IF(ISNUMBER(E39),E39,IF(ISNUMBER(F39),F39,"""")))",Hourly,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,4 hires in past 30 days
JOB-036,Assistant Branch Manager,University of Michigan Credit Union,"Ann Arbor, MI 48104",,,"=IF(AND(ISNUMBER(E40),ISNUMBER(F40)),AVERAGE(E40:F40),IF(ISNUMBER(E40),E40,IF(ISNUMBER(F40),F40,"""")))",Salary,Full-time,"Tuition reimbursement, Pet insurance, Parental leave, Health insurance, 401(k)",Not Applied,Indeed,Often replies in 1 day
JOB-037,Restaurant Operations Manager,Main Event Entertainment,"Taylor, MI",58629.0,68976.0,"=IF(AND(ISNUMBER(E41),ISNUMBER(F41)),AVERAGE(E41:F41),IF(ISNUMBER(E41),E41,IF(ISNUMBER(F41),F41,"""")))",Salary,Full-time,"Food provided, 401(k) matching, Vision, Dental, EAP, Disability insurance",Not Applied,Indeed,Multiple openings
JOB-038,Restaurant Manager,Applebee's,"Flint, MI 48507",53000.0,65000.0,"=IF(AND(ISNUMBER(E42),ISNUMBER(F42)),AVERAGE(E42:F42),IF(ISNUMBER(E42),E42,IF(ISNUMBER(F42),F42,"""")))",Salary,Full-time,"Parental leave, Health insurance, Vision, Dental, Paid sick time",Not Applied,Indeed,Often responds in 1 day
JOB-039,Store Manager,RESSCO,"Pinckney, MI 48169",,,"=IF(AND(ISNUMBER(E43),ISNUMBER(F43)),AVERAGE(E43:F43),IF(ISNUMBER(E43),E43,IF(ISNUMBER(F43),F43,"""")))",Salary,Full-time,Paid time off,Not Applied,Indeed,On call; Property management
JOB-040,"EFM - Analyst, Accounting Operations","Estes Forwarding Worldwide, LLC","Novi, MI 48375",24.5,30.0,"=IF(AND(ISNUMBER(E44),ISNUMBER(F44)),AVERAGE(E44:F44),IF(ISNUMBER(E44),E44,IF(ISNUMBER(F44),F44,"""")))",Hourly,Full-time,"Referral program, AD&D insurance, Health insurance, 401(k) matching, Vision",Not Applied,Indeed,Logistics / freight
JOB-041,Director of Sales & Marketing: AL & MC,Provision Living,"South Lyon, MI 48178",,,"=IF(AND(ISNUMBER(E45),ISNUMBER(F45)),AVERAGE(E45:F45),IF(ISNUMBER(E45),E45,IF(ISNUMBER(F45),F45,"""")))",Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Senior living community
JOB-042,Taco Bell General Manager,Great Lakes Taco,"Royal Oak, MI 48067",,70000.0,"=IF(AND(ISNUMBER(E46),ISNUMBER(F46)),AVERAGE(E46:F46),IF(ISNUMBER(E46),E46,IF(ISNUMBER(F46),F46,"""")))",Salary,Full-time,"Paid training, Tuition reimbursement, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Up to $70k; 7 hires in past 30 days
JOB-043,Dental Office Manager,Southfield Dentistry,"Southfield, MI 48076",70000.0,80000.0,"=IF(AND(ISNUMBER(E47),ISNUMBER(F47)),AVERAGE(E47:F47),IF(ISNUMBER(E47),E47,IF(ISNUMBER(F47),F47,"""")))",Salary,Full-time,"Health insurance, Paid time off, Employee discount, Vision, Dental, Paid holidays",Not Applied,Indeed,Monday to Friday
JOB-044,Taco Bell General Manager,Great Lakes Taco,"Flint, MI 48507",,70000.0,"=IF(AND(ISNUMBER(E48),ISNUMBER(F48)),AVERAGE(E48:F48),IF(ISNUMBER(E48),E48,IF(ISNUMBER(F48),F48,"""")))",Salary,Full-time,"Paid training, Tuition reimbursement, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Up to $70k; 7 hires in past 30 days
JOB-045,Restaurant Assistant General Manager,Anna's House,"Ann Arbor, MI 48108",,,"=IF(AND(ISNUMBER(E49),ISNUMBER(F49)),AVERAGE(E49:F49),IF(ISNUMBER(E49),E49,IF(ISNUMBER(F49),F49,"""")))",Salary,Full-time,"Health insurance, Paid time off, Vision, Dental, Opportunities for advancement",Not Applied,Indeed,Day shift +4
JOB-046,Administrative Assistant,BlueWind Medical Inc,Remote,65000.0,65000.0,"=IF(AND(ISNUMBER(E50),ISNUMBER(F50)),AVERAGE(E50:F50),IF(ISNUMBER(E50),E50,IF(ISNUMBER(F50),F50,"""")))",Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Remote in United States
JOB-047,Purchasing Supervisor,Chem-Trend Limited Partnership,"Howell, MI",,,"=IF(AND(ISNUMBER(E51),ISNUMBER(F51)),AVERAGE(E51:F51),IF(ISNUMBER(E51),E51,IF(ISNUMBER(F51),F51,"""")))",Salary,Full-time,"401(k) matching, Health insurance",Not Applied,Indeed,Manufacturing / chemical
JOB-048,QA/QC Supervisor,Valicor Environmental Services LLC,"Dearborn, MI 48126",,,"=IF(AND(ISNUMBER(E52),ISNUMBER(F52)),AVERAGE(E52:F52),IF(ISNUMBER(E52),E52,IF(ISNUMBER(F52),F52,"""")))",Salary,Full-time,"Health insurance, 401(k) matching, Vision, Dental, Life insurance, Disability",Not Applied,Indeed,Environmental services
JOB-049,Banquet Manager,Method Hospitality,"Detroit, MI 48226",60000.0,65000.0,"=IF(AND(ISNUMBER(E53),ISNUMBER(F53)),AVERAGE(E53:F53),IF(ISNUMBER(E53),E53,IF(ISNUMBER(F53),F53,"""")))",Salary,Full-time,"401(k), Health insurance, Paid time off, Vision insurance, Dental insurance",Not Applied,Indeed,Weekends as needed +2
JOB-050,Mortgage Loan Partner,"Mortgage Depot, LLC","Southfield, MI 48033",75000.0,250000.0,"=IF(AND(ISNUMBER(E54),ISNUMBER(F54)),AVERAGE(E54:F54),IF(ISNUMBER(E54),E54,IF(ISNUMBER(F54),F54,"""")))",Salary,Full-time,"Health insurance, Retirement plan, 401(k) matching, Paid time off, Vision, Dental",Not Applied,Indeed,High commission potential
JOB-051,Account Executive,KOKI HOLDINGS AMERICA LTD./METABO HPT,"Detroit, MI",,,"=IF(AND(ISNUMBER(E55),ISNUMBER(F55)),AVERAGE(E55:F55),IF(ISNUMBER(E55),E55,IF(ISNUMBER(F55),F55,"""")))",Salary,Full-time,"Tuition reimbursement, 401(k), Health insurance, 401(k) matching, Paid time off",Not Applied,Indeed,Monday to Friday
JOB-052,Territory Sales Manager,Auto-Wares Inc,"Pontiac, MI",50000.0,90000.0,"=IF(AND(ISNUMBER(E56),ISNUMBER(F56)),AVERAGE(E56:F56),IF(ISNUMBER(E56),E56,IF(ISNUMBER(F56),F56,"""")))",Salary,Full-time,"Paid training, Tuition reimbursement, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Automotive aftermarket
JOB-053,Key Account Manager,US Tool Group,"Livonia, MI 48205",,,"=IF(AND(ISNUMBER(E57),ISNUMBER(F57)),AVERAGE(E57:F57),IF(ISNUMBER(E57),E57,IF(ISNUMBER(F57),F57,"""")))",Salary,Full-time,"401(k), Vision insurance, Dental insurance, Life insurance, Paid holidays",Not Applied,Indeed,Industrial tooling
JOB-054,Operations Manager - Ann Arbor,Molly Maid,"Ann Arbor, MI 48104",50000.0,55000.0,"=IF(AND(ISNUMBER(E58),ISNUMBER(F58)),AVERAGE(E58:F58),IF(ISNUMBER(E58),E58,IF(ISNUMBER(F58),F58,"""")))",Salary,Full-time,"Health insurance, Paid time off, Vision insurance, Opportunities for advancement",Not Applied,Indeed,Monday to Friday +1
JOB-055,Bench General Manager,Buddy's Pizza,"Novi, MI 48377",,,"=IF(AND(ISNUMBER(E59),ISNUMBER(F59)),AVERAGE(E59:F59),IF(ISNUMBER(E59),E59,IF(ISNUMBER(F59),F59,"""")))",Salary,Full-time,"Paid training, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,50 hrs/wk; Often replies in 1 day
JOB-056,Aquatics Manager,Aqua Tots Swim School,"West Bloomfield, MI 48322",50000.0,55000.0,"=IF(AND(ISNUMBER(E60),ISNUMBER(F60)),AVERAGE(E60:F60),IF(ISNUMBER(E60),E60,IF(ISNUMBER(F60),F60,"""")))",Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,"40-45 hrs/wk, Day shift"
JOB-057,Chef Manager,Aramark,"Wayne, MI 48184",,,"=IF(AND(ISNUMBER(E61),ISNUMBER(F61)),AVERAGE(E61:F61),IF(ISNUMBER(E61),E61,IF(ISNUMBER(F61),F61,"""")))",Salary,Full-time,"Health insurance, Paid time off, 401(k)",Not Applied,Indeed,Multiple openings
JOB-058,Entry Level Sales Representative,Pure Energy Company,"Waterford, MI 48327",80000.0,130000.0,"=IF(AND(ISNUMBER(E62),ISNUMBER(F62)),AVERAGE(E62:F62),IF(ISNUMBER(E62),E62,IF(ISNUMBER(F62),F62,"""")))",Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Vision, Dental",Not Applied,Indeed,Renewable energy
JOB-059,Bench General Manager,Buddy's Pizza,"Farmington Hills, MI 48334",,,"=IF(AND(ISNUMBER(E63),ISNUMBER(F63)),AVERAGE(E63:F63),IF(ISNUMBER(E63),E63,IF(ISNUMBER(F63),F63,"""")))",Salary,Full-time,"Paid training, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,50 hrs/wk; Often replies in 1 day
JOB-060,Key Account Manager,US Tool Group,"Dearborn, MI 48220",,,"=IF(AND(ISNUMBER(E64),ISNUMBER(F64)),AVERAGE(E64:F64),IF(ISNUMBER(E64),E64,IF(ISNUMBER(F64),F64,"""")))",Salary,Full-time,"401(k), Vision insurance, Dental insurance, Life insurance, Paid holidays",Not Applied,Indeed,Industrial tooling
JOB-061,Dental Office Manager,Best Dental Ortonville,"Ortonville, MI 48462",70000.0,80000.0,"=IF(AND(ISNUMBER(E65),ISNUMBER(F65)),AVERAGE(E65:F65),IF(ISNUMBER(E65),E65,IF(ISNUMBER(F65),F65,"""")))",Salary,Full-time,"Health insurance, Paid time off, Employee discount, Vision, Dental, Paid holidays",Not Applied,Indeed,Dental experience required
JOB-062,Food Operations Supervisor,Aramark (Univ of Michigan),"Ann Arbor, MI 48109",,,"=IF(AND(ISNUMBER(E66),ISNUMBER(F66)),AVERAGE(E66:F66),IF(ISNUMBER(E66),E66,IF(ISNUMBER(F66),F66,"""")))",Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Nights as needed; Multiple openings
JOB-063,Field Manager,Matrix Basement Finishing,"Plymouth, MI 48170",75000.0,80000.0,"=IF(AND(ISNUMBER(E67),ISNUMBER(F67)),AVERAGE(E67:F67),IF(ISNUMBER(E67),E67,IF(ISNUMBER(F67),F67,"""")))",Salary,Full-time,"401(k), Paid time off",Not Applied,Indeed,40 hrs/wk
JOB-064,Entry Level Sales Representative,Power Home Remodeling,"White Lake, MI 48386",72000.0,130000.0,"=IF(AND(ISNUMBER(E68),ISNUMBER(F68)),AVERAGE(E68:F68),IF(ISNUMBER(E68),E68,IF(ISNUMBER(F68),F68,"""")))",Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-065,General Sales Manager,Refloor,"Farmington Hills, MI 48335",,,"=IF(AND(ISNUMBER(E69),ISNUMBER(F69)),AVERAGE(E69:F69),IF(ISNUMBER(E69),E69,IF(ISNUMBER(F69),F69,"""")))",Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Often replies in 1 day
JOB-066,Sales Manager,RKA Petroleum Companies,"Romulus, MI",58000.0,,"=IF(AND(ISNUMBER(E70),ISNUMBER(F70)),AVERAGE(E70:F70),IF(ISNUMBER(E70),E70,IF(ISNUMBER(F70),F70,"""")))",Salary,Full-time,"Tuition reimbursement, 401(k), Health insurance, 401(k) matching, Paid time off",Not Applied,Indeed,Fuel distribution
JOB-067,Restaurant Manager,California Pizza Kitchen,"Troy, MI 48084",,,"=IF(AND(ISNUMBER(E71),ISNUMBER(F71)),AVERAGE(E71:F71),IF(ISNUMBER(E71),E71,IF(ISNUMBER(F71),F71,"""")))",Salary,Full-time,"Health insurance, Vision insurance, Dental insurance, Disability insurance",Not Applied,Indeed,Somerset Mall
JOB-068,Entry Level Sales Representative,Power Home Remodeling,"Brighton, MI 48116",72000.0,130000.0,"=IF(AND(ISNUMBER(E72),ISNUMBER(F72)),AVERAGE(E72:F72),IF(ISNUMBER(E72),E72,IF(ISNUMBER(F72),F72,"""")))",Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-069,AT&T Sales Associate,Confidential,"Dearborn, MI",62400.0,83200.0,"=IF(AND(ISNUMBER(E73),ISNUMBER(F73)),AVERAGE(E73:F73),IF(ISNUMBER(E73),E73,IF(ISNUMBER(F73),F73,"""")))",Salary (Weekly),Full-time,"Paid training, Travel reimbursement, Employee discount, Flexible schedule",Not Applied,Indeed,"$1,200-$1,600/wk; 5 hires in 30 days"
JOB-070,Hilti Store Team Lead,Hilti,"Detroit, MI",,,"=IF(AND(ISNUMBER(E74),ISNUMBER(F74)),AVERAGE(E74:F74),IF(ISNUMBER(E74),E74,IF(ISNUMBER(F74),F74,"""")))",Salary,Full-time,"Health insurance, 401(k), Paid time off",Not Applied,Indeed,Hybrid remote
JOB-071,Automotive Salesperson,Marsh Auto Sales LLC,"Ortonville, MI 48462",80000.0,100000.0,"=IF(AND(ISNUMBER(E75),ISNUMBER(F75)),AVERAGE(E75:F75),IF(ISNUMBER(E75),E75,IF(ISNUMBER(F75),F75,"""")))",Salary,Full-time,"Paid training, Commission",Not Applied,Indeed,Often replies in 6 days
JOB-072,Restaurant General Manager – KFC,KFC (Vangeloff Management),"Livonia, MI 48150",55000.0,66000.0,"=IF(AND(ISNUMBER(E76),ISNUMBER(F76)),AVERAGE(E76:F76),IF(ISNUMBER(E76),E76,IF(ISNUMBER(F76),F76,"""")))",Salary,Full-time,"Paid training, Health insurance, Paid time off, Employee discount, Dental",Not Applied,Indeed,Multiple openings; Flexible schedule
JOB-073,Restaurant Manager,Cafe Zola + Zola Bistro,"Ann Arbor, MI 48104",50000.0,60000.0,"=IF(AND(ISNUMBER(E77),ISNUMBER(F77)),AVERAGE(E77:F77),IF(ISNUMBER(E77),E77,IF(ISNUMBER(F77),F77,"""")))",Salary,Full-time,"Paid training, Paid time off, Employee discount, Meals stipend",Not Applied,Indeed,Day shift +3
