JOB-013,Assistant General Manager,Taco Bell,"New Baltimore, MI 48047",48000.0,60000.0,54000,Salary,Full-time,"Tuition reimbursement, Health insurance, 401(k) 6% Match, Paid time off, Gym",Not Applied,Indeed,50 hrs/wk
JOB-014,Manager,Art & Jake's Sports Bar & Grill,"Sterling Heights, MI 48314",60000.0,75000.0,67500,Salary,Full-time,"Food provided, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,Often replies in 1 day
JOB-015,Food and Beverage Director,Rev'd Up Fun,"Woodhaven, MI 48183",50000.0,55000.0,52500,Salary,Full-time,"Paid time off, Employee discount",Not Applied,Indeed,Weekends as needed +2
JOB-016,Administrative Assistant,Plante Moran,"Southfield, MI",23.5,38.74,31.12,Hourly,Full-time,"401(k), Health insurance, Paid time off",Not Applied,Indeed,Professional services firm
JOB-017,Mortgage Loan Assistant,"Mortgage Express, INC","Bingham Farms, MI 48025",80000.0,160000.0,120000,Salary,Full-time,"Paid training, Health insurance, Vision insurance, Dental insurance",Not Applied,Indeed,Multiple openings
JOB-018,Office Manager,DeHaan Orthodontics,"Clarkston, MI 48348",,,,Salary,Full-time,"401(k), Health insurance, 401(k) matching, Paid time off, Employee discount",Not Applied,Indeed,35-40 hrs/wk; Top-rated employer
JOB-019,Area General Manager,The Great Greek,"Ann Arbor, MI 48103",55000.0,65000.0,60000,Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,2 hires in past 30 days
JOB-020,Dental Office Manager,DENTAL DREAMS,"Ypsilanti, MI 48197",45000.0,55000.0,50000,Salary,Full-time,"Pet insurance, 401(k), Health insurance, Paid time off, Vision, Dental",Not Applied,Indeed,Often replies in 1 day
JOB-021,Assistant Manager - Restaurant,Mediterrano Restaurant,"Ann Arbor, MI 48104",55000.0,70000.0,62500,Salary,Full-time,"Paid training, Health insurance, Paid time off, Opportunities for advancement",Not Applied,Indeed,Day shift +4; Often replies in 1 day
JOB-022,Repayment (Collections) Supervisor,MSGCU,"Troy, MI 48098",62500.0,,62500,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Credit union
JOB-023,Banquet Manager,Royalty Manor Banquet Hall,"Dearborn Heights, MI 48127",20.0,,20,Hourly,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,From $20/hr
JOB-024,Mortgage Loan Officer Assistant,Rapid Home Lending,"Troy, MI 48084",60000.0,130000.0,95000,Salary,Full-time,"Paid training, Referral program, 401(k), Paid time off, Professional dev",Not Applied,Indeed,12 hires in past 30 days
JOB-025,Dental Office Manager,Purpose Dental,"Howell, MI 48843",60000.0,80000.0,70000,Salary,Full-time,"Referral program, Paid time off, Employee discount, Vision, Paid holidays",Not Applied,Indeed,Flexible schedule
JOB-026,Entry Level Outside Sales,Floor Tek Coatings,"Lake Orion, MI 48359",110000.0,140000.0,125000,Salary,Full-time,Paid training,Not Applied,Indeed,Monday to Friday
JOB-027,FOH Restaurant Manager,True North Hospitality Group,"Ann Arbor, MI",52000.0,58000.0,55000,Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Vision",Not Applied,Indeed,45-50 hrs/wk; 5 hires in past 30 days
JOB-028,Assistant Branch Manager,MSGCU,"Canton, MI 48188",54627.0,,54627,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Ford Rd branch
JOB-029,Restaurant Manager,Applebee's,"Burton, MI 48509",53000.0,65000.0,59000,Salary,Full-time,"Parental leave, Health insurance, Vision insurance, Dental, Paid sick time",Not Applied,Indeed,Often responds in 1 day
JOB-030,Inside Sales Representative,Thornton & Grooms,"Farmington Hills, MI 48335",,,,Salary,Full-time,"Paid parental leave, Health insurance, 401(k) matching, Paid time off, Vision",Not Applied,Indeed,Weekends as needed +1
JOB-031,Client Care Specialist,Lendify Home Loans,"Troy, MI 48083",50000.0,100000.0,75000,Salary,Full-time,"Referral program, Health insurance, Paid time off, Vision insurance, Dental",Not Applied,Indeed,Top-rated employer; 1 hire in past 30 days
JOB-032,Branch Manager,MSGCU,"Canton, MI 48188",72801.0,,72801,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Credit union management
JOB-033,Assistant Branch Manager,MSGCU,"Canton, MI 48187",54627.0,,54627,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Michigan Ave branch
JOB-034,Loan Team Associate - No Experience & Paid Training,Rapid Home Lending,"Troy, MI",60000.0,130000.0,95000,Salary,Full-time,"Paid training, Referral program, 401(k), Paid time off, Opportunities for advancement",Not Applied,Indeed,12 hires in past 30 days; 40 hrs/wk
JOB-035,General Manager,Stretch Zone,"Sterling Heights, MI 48311",22.0,,22,Hourly,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,4 hires in past 30 days
JOB-036,Assistant Branch Manager,University of Michigan Credit Union,"Ann Arbor, MI 48104",,,,Salary,Full-time,"Tuition reimbursement, Pet insurance, Parental leave, Health insurance, 401(k)",Not Applied,Indeed,Often replies in 1 day
JOB-037,Restaurant Operations Manager,Main Event Entertainment,"Taylor, MI",58629.0,68976.0,63802.5,Salary,Full-time,"Food provided, 401(k) matching, Vision, Dental, EAP, Disability insurance",Not Applied,Indeed,Multiple openings
JOB-038,Restaurant Manager,Applebee's,"Flint, MI 48507",53000.0,65000.0,59000,Salary,Full-time,"Parental leave, Health insurance, Vision, Dental, Paid sick time",Not Applied,Indeed,Often responds in 1 day
JOB-039,Store Manager,RESSCO,"Pinckney, MI 48169",,,,Salary,Full-time,Paid time off,Not Applied,Indeed,On call; Property management
JOB-040,"EFM - Analyst, Accounting Operations","Estes Forwarding Worldwide, LLC","Novi, MI 48375",24.5,30.0,27.25,Hourly,Full-time,"Referral program, AD&D insurance, Health insurance, 401(k) matching, Vision",Not Applied,Indeed,Logistics / freight
JOB-041,Director of Sales & Marketing: AL & MC,Provision Living,"South Lyon, MI 48178",,,,Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Senior living community
JOB-042,Taco Bell General Manager,Great Lakes Taco,"Royal Oak, MI 48067",,70000.0,70000,Salary,Full-time,"Paid training, Tuition reimbursement, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Up to $70k; 7 hires in past 30 days
JOB-043,Dental Office Manager,Southfield Dentistry,"Southfield, MI 48076",70000.0,80000.0,75000,Salary,Full-time,"Health insurance, Paid time off, Employee discount, Vision, Dental, Paid holidays",Not Applied,Indeed,Monday to Friday
JOB-044,Taco Bell General Manager,Great Lakes Taco,"Flint, MI 48507",,70000.0,70000,Salary,Full-time,"Paid training, Tuition reimbursement, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Up to $70k; 7 hires in past 30 days
JOB-045,Restaurant Assistant General Manager,Anna's House,"Ann Arbor, MI 48108",,,,Salary,Full-time,"Health insurance, Paid time off, Vision, Dental, Opportunities for advancement",Not Applied,Indeed,Day shift +4
JOB-046,Administrative Assistant,BlueWind Medical Inc,Remote,65000.0,65000.0,65000,Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Remote in United States
JOB-047,Purchasing Supervisor,Chem-Trend Limited Partnership,"Howell, MI",,,,Salary,Full-time,"401(k) matching, Health insurance",Not Applied,Indeed,Manufacturing / chemical
JOB-048,QA/QC Supervisor,Valicor Environmental Services LLC,"Dearborn, MI 48126",,,,Salary,Full-time,"Health insurance, 401(k) matching, Vision, Dental, Life insurance, Disability",Not Applied,Indeed,Environmental services
JOB-049,Banquet Manager,Method Hospitality,"Detroit, MI 48226",60000.0,65000.0,62500,Salary,Full-time,"401(k), Health insurance, Paid time off, Vision insurance, Dental insurance",Not Applied,Indeed,Weekends as needed +2
JOB-050,Mortgage Loan Partner,"Mortgage Depot, LLC","Southfield, MI 48033",75000.0,250000.0,162500,Salary,Full-time,"Health insurance, Retirement plan, 401(k) matching, Paid time off, Vision, Dental",Not Applied,Indeed,High commission potential
JOB-051,Account Executive,KOKI HOLDINGS AMERICA LTD./METABO HPT,"Detroit, MI",,,,Salary,Full-time,"Tuition reimbursement, 401(k), Health insurance, 401(k) matching, Paid time off",Not Applied,Indeed,Monday to Friday
JOB-052,Territory Sales Manager,Auto-Wares Inc,"Pontiac, MI",50000.0,90000.0,70000,Salary,Full-time,"Paid training, Tuition reimbursement, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Automotive aftermarket
JOB-053,Key Account Manager,US Tool Group,"Livonia, MI 48205",,,,Salary,Full-time,"401(k), Vision insurance, Dental insurance, Life insurance, Paid holidays",Not Applied,Indeed,Industrial tooling
JOB-054,Operations Manager - Ann Arbor,Molly Maid,"Ann Arbor, MI 48104",50000.0,55000.0,52500,Salary,Full-time,"Health insurance, Paid time off, Vision insurance, Opportunities for advancement",Not Applied,Indeed,Monday to Friday +1
JOB-055,Bench General Manager,Buddy's Pizza,"Novi, MI 48377",,,,Salary,Full-time,"Paid training, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,50 hrs/wk; Often replies in 1 day
JOB-056,Aquatics Manager,Aqua Tots Swim School,"West Bloomfield, MI 48322",50000.0,55000.0,52500,Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,"40-45 hrs/wk, Day shift"
JOB-057,Chef Manager,Aramark,"Wayne, MI 48184",,,,Salary,Full-time,"Health insurance, Paid time off, 401(k)",Not Applied,Indeed,Multiple openings
JOB-058,Entry Level Sales Representative,Pure Energy Company,"Waterford, MI 48327",80000.0,130000.0,105000,Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Vision, Dental",Not Applied,Indeed,Renewable energy
JOB-059,Bench General Manager,Buddy's Pizza,"Farmington Hills, MI 48334",,,,Salary,Full-time,"Paid training, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,50 hrs/wk; Often replies in 1 day
JOB-060,Key Account Manager,US Tool Group,"Dearborn, MI 48220",,,,Salary,Full-time,"401(k), Vision insurance, Dental insurance, Life insurance, Paid holidays",Not Applied,Indeed,Industrial tooling
JOB-061,Dental Office Manager,Best Dental Ortonville,"Ortonville, MI 48462",70000.0,80000.0,75000,Salary,Full-time,"Health insurance, Paid time off, Employee discount, Vision, Dental, Paid holidays",Not Applied,Indeed,Dental experience required
JOB-062,Food Operations Supervisor,Aramark (Univ of Michigan),"Ann Arbor, MI 48109",,,,Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Nights as needed; Multiple openings
JOB-063,Field Manager,Matrix Basement Finishing,"Plymouth, MI 48170",75000.0,80000.0,77500,Salary,Full-time,"401(k), Paid time off",Not Applied,Indeed,40 hrs/wk
JOB-064,Entry Level Sales Representative,Power Home Remodeling,"White Lake, MI 48386",72000.0,130000.0,101000,Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-065,General Sales Manager,Refloor,"Farmington Hills, MI 48335",,,,Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Often replies in 1 day
JOB-066,Sales Manager,RKA Petroleum Companies,"Romulus, MI",58000.0,,58000,Salary,Full-time,"Tuition reimbursement, 401(k), Health insurance, 401(k) matching, Paid time off",Not Applied,Indeed,Fuel distribution
JOB-067,Restaurant Manager,California Pizza Kitchen,"Troy, MI 48084",,,,Salary,Full-time,"Health insurance, Vision insurance, Dental insurance, Disability insurance",Not Applied,Indeed,Somerset Mall
JOB-068,Entry Level Sales Representative,Power Home Remodeling,"Brighton, MI 48116",72000.0,130000.0,101000,Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-069,AT&T Sales Associate,Confidential,"Dearborn, MI",62400.0,83200.0,72800,Salary (Weekly),Full-time,"Paid training, Travel reimbursement, Employee discount, Flexible schedule",Not Applied,Indeed,"$1,200-$1,600/wk; 5 hires in 30 days"
JOB-070,Hilti Store Team Lead,Hilti,"Detroit, MI",,,,Salary,Full-time,"Health insurance, 401(k), Paid time off",Not Applied,Indeed,Hybrid remote
JOB-071,Automotive Salesperson,Marsh Auto Sales LLC,"Ortonville, MI 48462",80000.0,100000.0,90000,Salary,Full-time,"Paid training, Commission",Not Applied,Indeed,Often replies in 6 days
JOB-072,Restaurant General Manager – KFC,KFC (Vangeloff Management),"Livonia, MI 48150",55000.0,66000.0,60500,Salary,Full-time,"Paid training, Health insurance, Paid time off, Employee discount, Dental",Not Applied,Indeed,Multiple openings; Flexible schedule
JOB-073,Restaurant Manager,Cafe Zola + Zola Bistro,"Ann Arbor, MI 48104",50000.0,60000.0,55000,Salary,Full-time,"Paid training, Paid time off, Employee discount, Meals stipend",Not Applied,Indeed,Day shift +3
JOB-074,Pre-Litigation Paralegal,"Elia and Ponto, PLLC","Southfield, MI 48075",,,,Salary,Full-time,"Health insurance, Paid time off",Not Applied,Indeed,Personal injury legal practice
JOB-075,Aquatics Manager,Aqua Tots Swim School,"Rochester Hills, MI 48307",50000.0,55000.0,52500,Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,"40-45 hrs/wk, Day shift"
JOB-076,Entry Level Sales Representative,Power Home Remodeling,"Taylor, MI 48180",72000.0,130000.0,101000,Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-077,Entry Level Sales Representative,Power Home Remodeling,"South Lyon, MI 48178",72000.0,130000.0,101000,Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-078,Dental Office Manager,Dental Ventures,"Flint, MI 48553",70000.0,80000.0,75000,Salary,Full-time,"Referral program, Paid time off, Employee discount, Vision, Paid holidays",Not Applied,Indeed,8 hour shift
JOB-079,Relocation Manager-Arabic Bi-Lingual,HousingToHome,"Sterling Heights, MI 48310",55000.0,58000.0,56500,Salary,Full-time,"Professional development, Tuition reimbursement, AD&D, 401(k), Health insurance",Not Applied,Indeed,Bilingual Arabic required
JOB-080,Accounting Manager,"PASONA N A, INC.","Novi, MI",90000.0,95000.0,92500,Salary,Full-time,"Health insurance, Paid time off, 401(k)",Not Applied,Indeed,Hybrid remote
JOB-081,Dental Office Manager,All Dental & Implant Center,"Warren, MI",65000.0,75000.0,70000,Salary,Full-time,"Referral program, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,Dental experience required
JOB-082,Senior Accountant,Thornton & Grooms,"Farmington Hills, MI 48335",,,,Salary,Full-time,"Paid parental leave, Health insurance, 401(k) matching, Employee discount, Vision",Not Applied,Indeed,HVAC / residential services
JOB-083,Sales Representative,UHY LLP,"Novi, MI 48375",,,,Salary,Full-time,"Health insurance, 401(k), Paid time off",Not Applied,Indeed,Professional services / accounting
JOB-084,Property Sales Coordinator,RHP Properties,"Clarkston, MI",,,,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, Dental, FSA",Not Applied,Indeed,Manufactured housing communities
JOB-085,Entry Level Sales Representative,Pure Energy Company,"Clinton Township, MI 48035",80000.0,130000.0,105000,Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Vision, Dental",Not Applied,Indeed,Renewable energy
JOB-086,Entry Level Outside Sales,Roof Maxx,"Rochester Hills, MI 48309",110000.0,140000.0,125000,Salary,Full-time,Paid training,Not Applied,Indeed,Monday to Friday
JOB-087,Restaurant General Manager,Burger King,"Pontiac, MI 48341",55000.0,65000.0,60000,Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Employee discount, Vision",Not Applied,Indeed,Quick service restaurant
JOB-088,Service Sales Representative,"Total Energy Systems, LLC","Wixom, MI",60000.0,,60000,Salary,Full-time,"Professional development, Tuition reimbursement, 401(k), Health insurance",Not Applied,Indeed,Power systems / generators
JOB-089,Assistant General Manager,Taco Bell,"Westland, MI 48185",48000.0,60000.0,54000,Salary,Full-time,"Tuition reimbursement, Health insurance, 401(k) 6% Match, Paid time off, Gym",Not Applied,Indeed,"50 hrs/wk, Multiple openings"
JOB-090,Sales Professional,SalesDraft Recruiting,"Detroit, MI",90000.0,145000.0,117500,Salary,Full-time,"Commission, Opportunities for advancement",Not Applied,Indeed,Direct sales
JOB-091,Sales Representative,Power Home Remodeling,"Canton, MI 48188",72000.0,130000.0,101000,Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-092,Restaurant Manager,Bob Evans Restaurants,"Howell, MI 48843",,56000.0,56000,Salary,Full-time,"Health insurance, 401(k) matching, Flexible schedule",Not Applied,Indeed,Up to $56k; Weekends as needed
JOB-093,Sales and Service Manager,Thornton & Grooms,"Farmington Hills, MI 48335",,,,Salary,Full-time,"401(k) 4% Match, Health insurance, Vision, Dental, Unlimited PTO",Not Applied,Indeed,Home services
JOB-094,General Manager 719,WhiteWater Express Car Wash,"Rochester Hills, MI 48309",50000.0,55000.0,52500,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, Dental, Life",Not Applied,Indeed,45-50 hrs/wk
JOB-095,Sales Consultant (AT&T),Equinox Collective,"Farmington Hills, MI 48336",50000.0,60000.0,55000,Salary,Full-time,"Professional development, Opportunities for advancement",Not Applied,Indeed,Multiple openings
JOB-096,Sales Professional,SalesDraft Recruiting,"Ann Arbor, MI",90000.0,160000.0,125000,Salary,Full-time,"Commission, Opportunities for advancement",Not Applied,Indeed,Direct sales
JOB-097,Restaurant Manager (FOH),International Market Place,"Detroit, MI 48226",60000.0,,60000,Salary,Full-time,"Health insurance, Paid time off, Vision, Dental, Opportunities for advancement",Not Applied,Indeed,Weekends as needed +2
JOB-098,Store Manager in Training,Serv-U-Success,"Belleville, MI",42588.0,56160.0,49374,Salary,Full-time,Cell phone reimbursement,Not Applied,Indeed,"40-45 hrs/wk, Weekends as needed +1"
JOB-099,Dental Office Manager,All Dental & Implant Center,"Saint Clair Shores, MI 48081",65000.0,75000.0,70000,Salary,Full-time,"Referral program, Health insurance, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,Dental experience required
JOB-100,Restaurant Manager,Bad Brads BBQ,"Oakland County, MI",50000.0,55000.0,52500,Salary,Full-time,"Health insurance, 401(k) matching, Employee discount, Paid holidays, Flexible schedule",Not Applied,Indeed,Weekends as needed +3
JOB-101,Sales Professional,SalesDraft Recruiting,"Macomb, MI",90000.0,160000.0,125000,Salary,Full-time,"Commission, Opportunities for advancement",Not Applied,Indeed,Direct sales
JOB-102,Restaurant Manager I,"Areas USA, Inc","Detroit, MI",,,,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Employee discount, Vision, Dental",Not Applied,Indeed,Airport dining / hospitality
JOB-103,Sales Manager,Underground Printing,"Detroit, MI 48226",,,,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, Dental, Paid holidays",Not Applied,Indeed,Custom apparel
JOB-104,Dental Operations Manager,Art of Dental,"Westland, MI 48186",70000.0,80000.0,75000,Salary,Full-time,"Health insurance, Paid time off, Employee discount, Vision, Dental, Paid holidays",Not Applied,Indeed,Dental experience required
JOB-105,Real Estate Lending Analyst,MSGCU,"Troy, MI 48098",72000.0,,72000,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, HSA, Dental",Not Applied,Indeed,Mortgage underwriting / lending
JOB-106,Commercial Credit and Operations Manager,Community Choice Credit Union,"Farmington Hills, MI 48334",,,,Salary,Full-time,"Health insurance, 401(k), Paid time off",Not Applied,Indeed,Credit union commercial credit
JOB-107,Sales Representative,Power Home Remodeling,"Royal Oak, MI 48073",72000.0,130000.0,101000,Salary,Full-time,"Paid training, Paid parental leave, 401(k), Health insurance, 401(k) matching",Not Applied,Indeed,Home remodeling sales
JOB-108,In Home Inspection Sales Consultant,Acculevel Inc.,"Ann Arbor, MI",79000.0,139000.0,109000,Salary,Full-time,"Fuel card, 401(k), Health insurance, 401(k) matching, Paid time off",Not Applied,Indeed,Foundation repair / waterproofing
JOB-109,Project Engineer,United Wholesale Mortgage,"Pontiac, MI 48341",,,,Salary,Full-time,"Paid training, Parental leave, Health insurance, 401(k) matching, Paid time off",Not Applied,Indeed,Mortgage tech & operations
JOB-110,Dental Assistant Instructor (Part-Time),Dorsey College,"Detroit, MI 48228",,,,Hourly,Part-time,"403(b), Health insurance, Vision, Dental, Life insurance, EAP",Not Applied,Indeed,Adjunct instructional role
JOB-111,Restaurant General Manager,Abygroups DBA Popeyes,"Lansing, MI 48911",55000.0,65000.0,60000,Salary,Full-time,"Paid training, 401(k), Health insurance, Paid time off, Employee discount",Not Applied,Indeed,Day shift +1
JOB-112,Client Representative (Entry Level Sales),Confidential,"Troy, MI 48007",50000.0,80000.0,65000,Salary,Full-time,"Professional development, Health insurance, Opportunities for advancement",Not Applied,Indeed,Client relations & sales
JOB-113,Insurance Sales Producer,Howard Beatty IV Insurance Agency,"Troy, MI 48083",50000.0,120000.0,85000,Salary,Full-time,Opportunities for advancement,Not Applied,Indeed,Hybrid remote
JOB-114,Sales Representative,Kimball Midwest,"Detroit, MI 48201",,,,Salary,Full-time,"401(k), Health insurance, Dental insurance, Disability insurance",Not Applied,Indeed,Industrial sales
JOB-115,Account Manager SMB- Business Sales,Verizon,"Rochester Hills, MI 48307",,,,Salary,Full-time,"Tuition reimbursement, Pet insurance, Paid parental leave, AD&D, Health insurance",Not Applied,Indeed,"40 hrs/wk, Business telecom"
JOB-116,Store Manager - Jiffy Lube Multicare,Stonebriar Auto Services LLC,"Lansing, MI 48911",,,,Salary,Full-time,"Health insurance, Paid time off, Dental, Life insurance, Leadership training",Not Applied,Indeed,Automotive retail
JOB-117,Customer On-Site,Traba,"Livonia, MI 48150",24.0,26.0,25,Hourly,Full-time,"Health insurance, Vision insurance",Not Applied,Indeed,26 hires in 30 days; Often responds in 1 day
JOB-118,Chief of Staff (Referral Circle Seat),Referna Network,Remote,84520.0,101788.0,93154,Salary,Contract,"Health insurance, Remote stipend",Not Applied,Indeed,Remote contract
JOB-119,Operations Manager,Merlin Entertainments,"Auburn Hills, MI",64000.0,64000.0,64000,Salary,Full-time,"Disability insurance, Health insurance",Not Applied,Indeed,Entertainment attractions
JOB-120,Investment Operations and Client Service Associate,Backman Wealth Management,"Grosse Pointe Farms, MI 48236",55000.0,60000.0,57500,Salary,Full-time,"Health insurance, 401(k) matching, Paid time off, Vision, Dental, Profit sharing",Not Applied,Indeed,Wealth management
JOB-121,Clinical Operations Specialist,StoryPoint,"Rochester, MI 48306",100000.0,100000.0,100000,Salary,Full-time,"Health insurance, Paid time off, 401(k)",Not Applied,Indeed,Senior living operations
JOB-122,Recruiter,Victors Home Solutions,"Plymouth, MI 48170",50000.0,50000.0,50000,Salary,Full-time,"Referral program, Health insurance, 401(k) matching, Paid time off, Vision, Dental",Not Applied,Indeed,Talent acquisition
JOB-123,Construction Scheduler / BIM Coordinator,LaSalle,"Southfield, MI 48034",,,,Salary,Full-time,"401(k), Health insurance",Not Applied,Indeed,Hybrid remote; Commercial construction
JOB-124,Legal Administrative Assistant,"Dickie, McCamey & Chilcote","Grosse Pointe, MI",,,,Salary,Full-time,"401(k), Health insurance, Retirement plan, Paid time off, Vision, HSA",Not Applied,Indeed,Hybrid remote; Law firm
JOB-125,Program Manager - Automotive,US Farathane,"Auburn Hills, MI 48326",,,,Salary,Full-time,"401(k), Health insurance, 401(k) matching, Paid time off, Vision, Dental",Not Applied,Indeed,Tier 1 automotive supplier
JOB-126,Dual Sales Manager,Holiday Inn Express & Suites,"Rochester, MI 48309",50000.0,,50000,Salary,Full-time,"Referral program, 401(k), Health insurance, Paid time off, Vision",Not Applied,Indeed,Hospitality sales
JOB-127,Guest Service Manager,Aqua Tots Swim School,"Novi, MI 48377",40000.0,45000.0,42500,Salary,Full-time,"Paid training, Opportunities for advancement",Not Applied,Indeed,"40 hrs/wk, Monday to Friday +1"
